x,P,Q
1.2625250501002003,0.005651375903040767,0.002
1.282565130260521,0.005539249144075337,0.002
1.3026052104208417,0.005429347048677116,0.002
1.3226452905811623,0.005321625478158488,0.002
1.342685370741483,0.005216041169570432,0.002
1.3627254509018036,0.005112551718327329,0.002
1.3827655310621243,0.005011115561176513,0.002
1.4028056112224447,0.004911691959505702,0.002
1.4228456913827654,0.004814240982981629,0.002
1.442885771543086,0.004718723493513299,0.002
1.4629258517034067,0.004625101129533407,0.002
1.4829659318637274,0.004533336290591639,0.002
1.503006012024048,0.004443392122253641,0.002
1.5230460921843687,0.00435523250129961,0.002
1.5430861723446894,0.0042688220212165435,0.002
1.56312625250501,0.004184125977978343,0.002
1.5831663326653307,0.0041011103561080405,0.002
1.6032064128256511,0.004019741815016566,0.002
1.6232464929859718,0.0039399876756125475,0.002
1.6432865731462925,0.003861815907177808,0.002
1.6633266533066131,0.003785195114503231,0.002
1.6833667334669338,0.0037100945252798775,0.002
1.7034068136272544,0.0036364839777402627,0.002
1.723446893787575,0.003564333908544841,0.002
1.7434869739478958,0.00349361534090883,0.002
1.7635270541082164,0.0034242998729646012,0.002
1.783567134268537,0.0033563596663549744,0.002
1.8036072144288577,0.0032897674350528274,0.002
1.8236472945891782,0.003224496434402524,0.002
1.8436873747494988,0.003160520450378774,0.002
1.8637274549098195,0.003097813789058608,0.002
1.8837675350701402,0.0030363512663022173,0.002
1.9038076152304608,0.0029761081976385564,0.002
1.9238476953907815,0.002917060388351599,0.002
1.9438877755511021,0.002859184123763304,0.002
1.9639278557114228,0.002802456159709366,0.002
1.9839679358717435,0.0027468537132039335,0.002
2.004008016032064,0.0026923544532895492,0.002
2.024048096192385,0.002638936492068624,0.002
2.0440881763527052,0.0025865783759128676,0.002
2.064128256513026,0.002535259076847108,0.002
2.0841683366733466,0.0024849579841040833,0.002
2.1042084168336674,0.002435654895846772,0.002
2.124248496993988,0.0023873300110549764,0.002
2.1442885771543083,0.002339963921572862,0.002
2.164328657314629,0.0022935376043142926,0.002
2.1843687374749496,0.0022480324136228145,0.002
2.2044088176352705,0.0022034300737832128,0.002
2.224448897795591,0.002159712671681659,0.002
2.244488977955912,0.002116862649611469,0.002
2.2645290581162323,0.002074862798221617,0.002
2.284569138276553,0.0020336962496051367,0.002
2.3046092184368736,0.0019933464705246696,0.002
2.3246492985971945,0.001953797255772409,0.002
2.344689378757515,0.0019150327216617981,0.002
2.3647294589178354,0.0018770372996483472,0.002
2.3847695390781563,0.0018397957300770238,0.002
2.4048096192384767,0.001803293056053699,0.002
2.4248496993987976,0.00176751461743818,0.002
2.444889779559118,0.001732446044956437,0.002
2.464929859719439,0.0016980732544296334,0.002
2.4849699398797593,0.0016643824411176709,0.002
2.50501002004008,0.0016313600741749443,0.002
2.5250501002004007,0.0015989928912161153,0.002
2.5450901803607215,0.0015672678929896909,0.002
2.565130260521042,0.0015361723381572905,0.002
2.5851703406813624,0.0015056937381764893,0.002
2.6052104208416833,0.0014758198522851907,0.002
2.6252505010020037,0.0014465386825855183,0.002
2.6452905811623246,0.0014178384692252344,0.002
2.665330661322645,0.0013897076856747737,0.002
2.685370741482966,0.0013621350340979744,0.002
2.7054108216432864,0.0013351094408146664,0.002
2.7254509018036073,0.001308620051853272,0.002
2.7454909819639277,0.0012826562285916613,0.002
2.7655310621242486,0.0012572075434844785,0.002
2.785571142284569,0.001232263775875257,0.002
2.8056112224448895,0.0012078149078916126,0.002
2.8256513026052104,0.0011838511204218837,0.002
2.845691382765531,0.0011603627891715992,0.002
2.8657314629258517,0.0011373404807981829,0.002
2.885771543086172,0.001114774949122354,0.002
2.905811623246493,0.0010926571314146898,0.002
2.9258517034068134,0.0010709781447558711,0.002
2.9458917835671343,0.0010497292824691363,0.002
2.9659318637274548,0.0010289020106235246,0.002
2.9859719438877756,0.0010084879646064906,0.002
3.006012024048096,0.000988478945764526,0.002
3.0260521042084165,0.0009688669181104279,0.002
3.0460921843687374,0.0009496440050959008,0.002
3.066132264529058,0.0009308024864481925,0.002
3.0861723446893787,0.0009123347950694889,0.002
3.106212424849699,0.0008942335139978318,0.002
3.12625250501002,0.00087649137342833,0.002
3.1462925851703405,0.0008591012477934744,0.002
3.1663326653306614,0.0008420561529013774,0.002
3.186372745490982,0.0008253492431307981,0.002
3.2064128256513023,0.0008089738086818117,0.002
3.226452905811623,0.0007929232728810334,0.002
3.2464929859719436,0.000777191189540307,0.002
3.2665330661322645,0.0007617712403677959,0.002
3.286573146292585,0.0007466572324304445,0.002
3.306613226452906,0.00073184309566678,0.002
3.3266533066132262,0.0007173228804490683,0.002
3.346693386773547,0.0007030907551938319,0.002
3.3667334669338675,0.0006891410040197821,0.002
3.3867735470941884,0.0006754680244522144,0.002
3.406813627254509,0.0006620663251729546,0.002
3.4268537074148293,0.0006489305238149435,0.002
3.44689378757515,0.0006360553448005802,0.002
3.4669338677354706,0.0006234356172229556,0.002
3.4869739478957915,0.000611066272769119,0.002
3.507014028056112,0.000598942343684554,0.002
3.527054108216433,0.000587058960778035,0.002
3.5470941883767533,0.0005754113514660734,0.002
3.567134268537074,0.0005639948378561586,0.002
3.5871743486973946,0.0005528048348680337,0.002
3.6072144288577155,0.000541836848392241,0.002
3.627254509018036,0.0005310864734852074,0.002
3.6472945891783564,0.0005205493926001374,0.002
3.6673346693386772,0.0005102213738530087,0.002
3.6873747494989977,0.0005000982693229696,0.002
3.7074148296593186,0.0004901760133864579,0.002
3.727454909819639,0.0004804506210843735,0.002
3.74749498997996,0.0004709181865216446,0.002
3.7675350701402803,0.0004615748812985505,0.002
3.787575150300601,0.00045241695297316476,0.002
3.8076152304609217,0.0004434407235543074,0.002
3.8276553106212425,0.0004346425880243958,0.002
3.847695390781563,0.0004260190128916039,0.002
3.8677354709418834,0.00041756653477074767,0.002
3.8877755511022043,0.0004092817589923257,0.002
3.9078156312625247,0.00040116135823915923,0.002
3.9278557114228456,0.0003932020712100794,0.002
3.947895791583166,0.0003854007013101303,0.002
3.967935871743487,0.0003777541153667573,0.002
3.9879759519038074,0.00037025924237146833,0.002
4.008016032064128,0.0003629130722464604,0.002
4.028056112224449,0.00035571265463571754,0.002
4.04809619238477,0.0003486550977200942,0.002
4.06813627254509,0.00034173756705590787,0.002
4.0881763527054105,0.0003349572844365739,0.002
4.108216432865731,0.0003283115267768283,0.002
4.128256513026052,0.0003217976250190863,0.002
4.148296593186372,0.0003154129630615005,0.002
4.168336673346693,0.0003091549767072854,0.002
4.188376753507014,0.000303021152634891,0.002
4.208416833667335,0.00029700902738860575,0.002
4.228456913827655,0.0002911161863891885,0.002
4.248496993987976,0.00028534026296412793,0.002
4.268537074148297,0.0002796789373971458,0.002
4.288577154308617,0.0002741299359965554,0.002
4.3086172344689375,0.00026869103018210475,0.002
4.328657314629258,0.0002633600355899397,0.002
4.348697394789579,0.0002581348111953225,0.002
4.368737474949899,0.00025301325845275763,0.002
4.38877755511022,0.00024799332045317664,0.002
4.408817635270541,0.00024307298109784754,0.002
4.428857715430862,0.0002382502642886715,0.002
4.448897795591182,0.00023352323313454657,0.002
4.468937875751503,0.00022888998917347563,0.002
4.488977955911824,0.00022434867161011109,0.002
4.509018036072144,0.00021989745656842446,0.002
4.529058116232465,0.0002155345563592042,0.002
4.5490981963927855,0.00021125821876208804,0.002
4.569138276553106,0.00020706672632183866,0.002
4.589178356713426,0.00020295839565858266,0.002
4.609218436873747,0.00019893157679173363,0.002
4.629258517034068,0.00019498465247733119,0.002
4.649298597194389,0.00019111603755852524,0.002
4.669338677354709,0.0001873241783289486,0.002
4.68937875751503,0.00018360755190871954,0.002
4.709418837675351,0.00017996466563282616,0.002
4.729458917835671,0.00017639405645164465,0.002
4.749498997995992,0.00017289429034335124,0.002
4.7695390781563125,0.00016946396173799386,0.002
4.789579158316633,0.00016610169295298895,0.002
4.809619238476953,0.00016280613363981922,0.002
4.829659318637274,0.00015957596024170862,0.002
4.849699398797595,0.0001564098754620584,0.002
4.869739478957916,0.0001533066077434289,0.002
4.889779559118236,0.00015026491075685868,0.002
4.909819639278557,0.000147283562901316,0.002
4.929859719438878,0.000144361366813082,0.002
4.949899799599198,0.0001414971488848673,0.002
4.969939879759519,0.00013868975879446959,0.002
4.98997995991984,0.0001359380690427838,0.002
5.01002004008016,0.0,0.002
5.03006012024048,0.0,0.002
5.050100200400801,0.0,0.002
5.070140280561122,0.0,0.002
5.090180360721443,0.0,0.002
5.110220440881763,0.0,0.002
5.130260521042084,0.0,0.002
5.150300601202405,0.0,0.002
5.170340681362725,0.0,0.002
5.190380761523046,0.0,0.002
5.210420841683367,0.0,0.002
5.2304609218436875,0.0,0.002
5.2505010020040075,0.0,0.002
5.270541082164328,0.0,0.002
5.290581162324649,0.0,0.002
5.31062124248497,0.0,0.002
5.33066132264529,0.0,0.002
5.350701402805611,0.0,0.002
5.370741482965932,0.0,0.002
5.390781563126252,0.0,0.002
5.410821643286573,0.0,0.002
5.430861723446894,0.0,0.002
5.4509018036072145,0.0,0.002
5.4709418837675345,0.0,0.002
5.490981963927855,0.0,0.002
5.511022044088176,0.0,0.002
5.531062124248497,0.0,0.002
5.551102204408817,0.0,0.002
5.571142284569138,0.0,0.002
5.591182364729459,0.0,0.002
5.611222444889779,0.0,0.002
5.6312625250501,0.0,0.002
5.651302605210421,0.0,0.002
5.671342685370742,0.0,0.002
5.691382765531062,0.0,0.002
5.7114228456913825,0.0,0.002
5.731462925851703,0.0,0.002
5.751503006012024,0.0,0.002
5.771543086172344,0.0,0.002
5.791583166332665,0.0,0.002
5.811623246492986,0.0,0.002
5.831663326653306,0.0,0.002
5.851703406813627,0.0,0.002
5.871743486973948,0.0,0.002
5.891783567134269,0.0,0.002
5.911823647294589,0.0,0.002
5.9318637274549095,0.0,0.002
5.95190380761523,0.0,0.002
5.971943887775551,0.0,0.002
5.991983967935871,0.0,0.002
6.012024048096192,0.0,0.002
6.032064128256513,0.0,0.002
6.052104208416833,0.0,0.002
6.072144288577154,0.0,0.002
6.092184368737475,0.0,0.002
6.112224448897796,0.0,0.002
6.132264529058116,0.0,0.002
6.152304609218437,0.0,0.002
6.1723446893787575,0.0,0.002
6.192384769539078,0.0,0.002
6.212424849699398,0.0,0.002
6.232464929859719,0.0,0.002
6.25250501002004,0.0,0.002
6.27254509018036,0.0,0.002
6.292585170340681,0.0,0.002
6.312625250501002,0.0,0.002
6.332665330661323,0.0,0.002
6.352705410821643,0.0,0.002
6.372745490981964,0.0,0.002
6.3927855711422845,0.0,0.002
6.4128256513026045,0.0,0.002
6.432865731462925,0.0,0.002
6.452905811623246,0.0,0.002
6.472945891783567,0.0,0.002
6.492985971943887,0.0,0.002
6.513026052104208,0.0,0.002
6.533066132264529,0.0,0.002
6.55310621242485,0.0,0.002
6.57314629258517,0.0,0.002
6.593186372745491,0.0,0.002
6.613226452905812,0.0,0.002
6.633266533066132,0.0,0.002
6.6533066132264524,0.0,0.002
6.673346693386773,0.0,0.002
6.693386773547094,0.0,0.002
6.713426853707414,0.0,0.002
6.733466933867735,0.0,0.002
6.753507014028056,0.0,0.002
6.773547094188377,0.0,0.002
6.793587174348697,0.0,0.002
6.813627254509018,0.0,0.002
6.833667334669339,0.0,0.002
6.853707414829659,0.0,0.002
6.8737474949899795,0.0,0.002
6.8937875751503,0.0,0.002
6.913827655310621,0.0,0.002
6.933867735470941,0.0,0.002
6.953907815631262,0.0,0.002
6.973947895791583,0.0,0.002
6.993987975951904,0.0,0.002
7.014028056112224,0.0,0.002
7.034068136272545,0.0,0.002
7.054108216432866,0.0,0.002
7.074148296593186,0.0,0.002
7.0941883767535066,0.0,0.002
7.114228456913827,0.0,0.002
7.134268537074148,0.0,0.002
7.154308617234468,0.0,0.002
7.174348697394789,0.0,0.002
7.19438877755511,0.0,0.002
7.214428857715431,0.0,0.002
7.234468937875751,0.0,0.002
7.254509018036072,0.0,0.002
7.274549098196393,0.0,0.002
7.294589178356713,0.0,0.002
7.314629258517034,0.0,0.002
7.3346693386773545,0.0,0.002
7.354709418837675,0.0,0.002
7.374749498997995,0.0,0.002
7.394789579158316,0.0,0.002
7.414829659318637,0.0,0.002
7.434869739478958,0.0,0.002
7.454909819639278,0.0,0.002
7.474949899799599,0.0,0.002
7.49498997995992,0.0,0.002
7.51503006012024,0.0,0.002
7.535070140280561,0.0,0.002
7.5551102204408815,0.0,0.002
7.575150300601202,0.0,0.002
7.595190380761522,0.0,0.002
7.615230460921843,0.0,0.002
7.635270541082164,0.0,0.002
7.655310621242485,0.0,0.002
7.675350701402805,0.0,0.002
7.695390781563126,0.0,0.002
7.715430861723447,0.0,0.002
7.735470941883767,0.0,0.002
7.755511022044088,0.0,0.002
7.775551102204409,0.0,0.002
7.7955911823647295,0.0,0.002
7.8156312625250495,0.0,0.002
7.83567134268537,0.0,0.002
7.855711422845691,0.0,0.002
7.875751503006012,0.0,0.002
7.895791583166332,0.0,0.002
7.915831663326653,0.0,0.002
7.935871743486974,0.0,0.002
7.955911823647294,0.0,0.002
7.975951903807615,0.0,0.002
7.995991983967936,0.0,0.002
8.016032064128256,0.0,0.002
8.036072144288577,0.0,0.002
8.056112224448897,0.0,0.002
8.076152304609218,0.0,0.002
8.09619238476954,0.0,0.002
8.11623246492986,0.0,0.002
8.13627254509018,0.0,0.002
8.1563126252505,0.0,0.002
8.176352705410821,0.0,0.002
8.196392785571142,0.0,0.002
8.216432865731463,0.0,0.002
8.236472945891784,0.0,0.002
8.256513026052104,0.0,0.002
8.276553106212425,0.0,0.002
8.296593186372744,0.0,0.002
8.316633266533065,0.0,0.002
8.336673346693386,0.0,0.002
8.356713426853707,0.0,0.002
8.376753507014028,0.0,0.002
8.396793587174349,0.0,0.002
8.41683366733467,0.0,0.002
8.436873747494989,0.0,0.002
8.45691382765531,0.0,0.002
8.47695390781563,0.0,0.002
8.496993987975952,0.0,0.002
8.517034068136272,0.0,0.002
8.537074148296593,0.0,0.002
8.557114228456914,0.0,0.002
8.577154308617233,0.0,0.002
8.597194388777554,0.0,0.002
8.617234468937875,0.0,0.002
8.637274549098196,0.0,0.002
8.657314629258517,0.0,0.002
8.677354709418838,0.0,0.002
8.697394789579159,0.0,0.002
8.71743486973948,0.0,0.002
8.737474949899799,0.0,0.002
8.75751503006012,0.0,0.002
8.77755511022044,0.0,0.002
8.797595190380761,0.0,0.002
8.817635270541082,0.0,0.002
8.837675350701403,0.0,0.002
8.857715430861724,0.0,0.002
8.877755511022043,0.0,0.002
8.897795591182364,0.0,0.002
8.917835671342685,0.0,0.002
8.937875751503006,0.0,0.002
8.957915831663327,0.0,0.002
8.977955911823647,0.0,0.002
8.997995991983968,0.0,0.002
9.018036072144287,0.0,0.002
9.038076152304608,0.0,0.002
9.05811623246493,0.0,0.002
9.07815631262525,0.0,0.002
9.098196392785571,0.0,0.002
9.118236472945892,0.0,0.002
9.138276553106213,0.0,0.002
9.158316633266534,0.0,0.002
9.178356713426853,0.0,0.002
9.198396793587174,0.0,0.002
9.218436873747494,0.0,0.002
9.238476953907815,0.0,0.002
9.258517034068136,0.0,0.002
9.278557114228457,0.0,0.002
9.298597194388778,0.0,0.002
9.318637274549097,0.0,0.002
9.338677354709418,0.0,0.002
9.358717434869739,0.0,0.002
9.37875751503006,0.0,0.002
9.39879759519038,0.0,0.002
9.418837675350701,0.0,0.002
9.438877755511022,0.0,0.002
9.458917835671341,0.0,0.002
9.478957915831662,0.0,0.002
9.498997995991983,0.0,0.002
9.519038076152304,0.0,0.002
9.539078156312625,0.0,0.002
9.559118236472946,0.0,0.002
9.579158316633267,0.0,0.002
9.599198396793588,0.0,0.002
9.619238476953907,0.0,0.002
9.639278557114228,0.0,0.002
9.659318637274549,0.0,0.002
9.67935871743487,0.0,0.002
9.69939879759519,0.0,0.002
9.719438877755511,0.0,0.002
9.739478957915832,0.0,0.002
9.759519038076151,0.0,0.002
9.779559118236472,0.0,0.002
9.799599198396793,0.0,0.002
9.819639278557114,0.0,0.002
9.839679358717435,0.0,0.002
9.859719438877756,0.0,0.002
9.879759519038076,0.0,0.002
9.899799599198396,0.0,0.002
9.919839679358716,0.0,0.002
9.939879759519037,0.0,0.002
9.959919839679358,0.0,0.002
9.97995991983968,0.0,0.002
10.0,0.0,0.002
